problem,solver,run,conv,time_ms,nit,stage
Beale_2D_C,v71,18,1,186.0,17401,hgca_cma_refined
Beale_2D_C,v74a,18,1,358.0,17401,hgca_cma_refined
Beale_2D_C,v74,18,1,375.4,17401,hgca_cma_refined
Beale_2D_C,v54,19,1,234.0,21888,hgca_cma_refined
Beale_2D_C,v71,19,1,220.1,21888,hgca_cma_refined
Beale_2D_C,v74a,19,1,359.9,21888,hgca_cma_refined
Beale_2D_C,v74,19,1,358.4,21888,hgca_cma_refined
Beale_2D_C,v54,20,1,245.0,25984,hgca_cma_refined
Beale_2D_C,v71,20,1,253.6,25984,hgca_cma_refined
Beale_2D_C,v74a,20,1,416.0,25984,hgca_cma_refined
Beale_2D_C,v74,20,1,410.5,25984,hgca_cma_refined
Beale_2D_C,v54,21,1,194.0,18153,hgca_cma_refined
Beale_2D_C,v71,21,1,197.0,18153,hgca_cma_refined
Beale_2D_C,v74a,21,1,358.0,18153,hgca_cma_refined
Beale_2D_C,v74,21,1,372.0,18153,hgca_cma_refined
Beale_2D_C,v54,22,1,204.9,19897,hgca_cma_refined
Beale_2D_C,v71,22,1,200.9,19897,hgca_cma_refined
Beale_2D_C,v74a,22,1,358.0,19897,hgca_cma_refined
Beale_2D_C,v74,22,1,360.0,19897,hgca_cma_refined
Beale_2D_C,v54,23,1,198.1,18969,hgca_cma_refined
Beale_2D_C,v71,23,1,198.0,18969,hgca_cma_refined
Beale_2D_C,v74a,23,1,357.4,18969,hgca_cma_refined
Beale_2D_C,v74,23,1,371.5,18969,hgca_cma_refined
Beale_2D_C,v54,24,1,231.0,23296,hgca_cma_refined
Beale_2D_C,v71,24,1,230.0,23296,hgca_cma_refined
Beale_2D_C,v74a,24,1,378.6,23296,hgca_cma_refined
Beale_2D_C,v74,24,1,381.0,23296,hgca_cma_refined
Beale_2D_C,v54,25,1,205.0,20001,hgca_cma_refined
Beale_2D_C,v71,25,1,207.0,20001,hgca_cma_refined
Beale_2D_C,v74a,25,1,373.0,20001,hgca_cma_refined
Beale_2D_C,v74,25,1,380.7,20001,hgca_cma_refined
Beale_2D_C,v54,26,1,228.4,22760,hgca_cma_refined
Beale_2D_C,v71,26,1,231.0,22760,hgca_cma_refined
Beale_2D_C,v74a,26,1,369.0,22760,hgca_cma_refined
Beale_2D_C,v74,26,1,366.3,22760,hgca_cma_refined
Beale_2D_C,v54,27,1,190.0,18217,hgca_cma_refined
Beale_2D_C,v71,27,1,191.5,18217,hgca_cma_refined
Beale_2D_C,v74a,27,1,347.0,18217,hgca_cma_refined
Beale_2D_C,v74,27,1,348.0,18217,hgca_cma_refined
Beale_2D_C,v54,28,1,248.6,24759,hgca_cma_refined
Beale_2D_C,v71,28,1,249.0,24759,hgca_cma_refined
Beale_2D_C,v74a,28,1,393.0,24759,hgca_cma_refined
Beale_2D_C,v74,28,1,395.4,24759,hgca_cma_refined
Beale_2D_C,v54,29,1,206.4,19305,hgca_cma_refined
Beale_2D_C,v71,29,1,205.1,19305,hgca_cma_refined
Beale_2D_C,v74a,29,1,362.9,19305,hgca_cma_refined
Beale_2D_C,v74,29,1,365.6,19305,hgca_cma_refined
Beale_2D_C,v54,30,1,232.0,23384,hgca_cma_refined
Beale_2D_C,v71,30,1,230.4,23384,hgca_cma_refined
Beale_2D_C,v74a,30,1,396.0,23384,hgca_cma_refined
Beale_2D_C,v74,30,1,393.4,23384,hgca_cma_refined
Beale_2D_C,v54,31,1,232.0,23120,hgca_cma_refined
Beale_2D_C,v71,31,1,223.0,23120,hgca_cma_refined
Beale_2D_C,v74a,31,1,390.1,23120,hgca_cma_refined
Beale_2D_C,v74,31,1,382.1,23120,hgca_cma_refined
Beale_2D_C,v54,32,1,224.0,23848,hgca_cma_refined
Beale_2D_C,v71,32,1,229.1,23848,hgca_cma_refined
Beale_2D_C,v74a,32,1,395.5,23848,hgca_cma_refined
Beale_2D_C,v74,32,1,407.4,23848,hgca_cma_refined
Beale_2D_C,v54,33,1,210.7,20497,hgca_cma_refined
